Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Tipo de prestador;Especialidad
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Neumonologia Infantil
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Neurologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Nutricion
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Obstetricia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Oftalmologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Oftalmologia Infantil
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Oncologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Otorrinolaringologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Patologia Mamaria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Pediatria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Proctologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Traumatologia y Ortopedia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;EspecialidadesAmbulatorio;Urologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Internacion Cardiologica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Internacion Neurologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Internacion Oftalmologica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Internacion Otorrinolaringologica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Internacion Traumatologica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Maternidad
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Piso
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Respirador
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;Telemetria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;UCO
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;UTI
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Internacion;UTINeo
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Artroscopica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Cabeza y Cuello
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Cardiaca
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Endoscopica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;General
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Laparoscopica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Miembro Superior y Mano
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Pierna y Pie
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Plastica Reparadora
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Toracica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Cirugias;Vascular Periferica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Anatomia Patologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Audiometria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Colposcopia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Eco-Doppler
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Ecografia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Ecografia Infantil
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Electrocardiograma
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Electroencefalograma
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Endoscopia Digestiva
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Endoscopia Urologica
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Ergometria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Espirometria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Espirometria Infantil
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Estudios mamarios
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Fonoaudiologia y Foniatria
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Hemodinamia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Holter
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Kinesiologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Alergia e Inmunologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Bacteriologia y Serologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Dosaje Hormonal
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Estudios Metabolicos - Fosfacalcicos
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Estudios Nefrologicos
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Hematologia - Hemostasia - Trombosis
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Laboratorio Micologia
CLINICA CRUZ CELESTE;30546159937;900011;1;Buenos Aires;GBA SUR;La Matanza;Villa Luzuriaga;Bermudez 2895;7078-3838;Diagnostico;Litotricia
